,Category,Product Code,Date,QTY,Total Price,month,quarter,y_diff,QTY_lag,price,category_encoded,model_set
209,Category7,30006023,2022-04-30,7002,71642.5364,4,2,-22216.0,29218.0,10.231724707226507,2.0,test
210,Category7,30006023,2022-05-31,8400,94077.2685,5,2,1398.0,7002.0,11.199674821428571,2.0,test
211,Category7,30006023,2022-06-30,17650,201355.3915,6,2,9250.0,8400.0,11.408237478753541,2.0,test
212,Category7,30006023,2022-07-31,11192,133526.945,7,3,-6458.0,17650.0,11.930570496783417,2.0,test
213,Category7,30006023,2022-08-31,4195,62646.2893,8,3,-6997.0,11192.0,14.933561215733015,2.0,test
214,Category7,30006023,2022-09-30,2783,39540.1188,9,3,-1412.0,4195.0,14.207732231404957,2.0,test
216,Category8,30009007,2019-06-30,0,0.0,6,2,-143.0,143.0,,3.0,train
217,Category8,30009007,2019-07-31,6,17.19366,7,3,6.0,0.0,2.86561,3.0,train
218,Category8,30009007,2019-08-31,0,0.0,8,3,-6.0,6.0,,3.0,train
219,Category8,30009007,2019-09-30,40,111.948,9,3,40.0,0.0,2.7986999999999997,3.0,train
220,Category8,30009007,2019-10-31,440,1399.417,10,4,400.0,40.0,3.1804931818181816,3.0,train
221,Category8,30009007,2019-11-30,220,676.95006,11,4,-220.0,440.0,3.0770457272727274,3.0,train
222,Category8,30009007,2019-12-31,910,3679.45588,12,4,690.0,220.0,4.04335810989011,3.0,train
223,Category8,30009007,2020-01-31,100,330.323,1,1,-810.0,910.0,3.3032299999999997,3.0,train
224,Category8,30009007,2020-02-29,730,3004.6444,2,1,630.0,100.0,4.1159512328767125,3.0,train
225,Category8,30009007,2020-03-31,0,0.0,3,1,-730.0,730.0,,3.0,train
226,Category8,30009007,2020-04-30,60,265.824,4,2,60.0,0.0,4.430400000000001,3.0,train
227,Category8,30009007,2020-05-31,300,1887.162,5,2,240.0,60.0,6.29054,3.0,train
228,Category8,30009007,2020-06-30,100,611.94,6,2,-200.0,300.0,6.119400000000001,3.0,train
229,Category8,30009007,2020-07-31,128,715.81376,7,3,28.0,100.0,5.592295,3.0,train
230,Category8,30009007,2020-08-31,550,4689.2970000000005,8,3,422.0,128.0,8.525994545454546,3.0,train
231,Category8,30009007,2020-09-30,30,200.9868,9,3,-520.0,550.0,6.69956,3.0,train
232,Category8,30009007,2020-10-31,494,3930.9656,10,4,464.0,30.0,7.95742024291498,3.0,train
233,Category8,30009007,2020-11-30,350,3425.884,11,4,-144.0,494.0,9.78824,3.0,train
234,Category8,30009007,2020-12-31,335,2462.3936000000003,12,4,-15.0,350.0,7.350428656716419,3.0,train
235,Category8,30009007,2021-01-31,1000,7017.526400000001,1,1,665.0,335.0,7.0175264,3.0,train
236,Category8,30009007,2021-02-28,441,3560.9941400000002,2,1,-559.0,1000.0,8.07481664399093,3.0,train
237,Category8,30009007,2021-03-31,2295,12807.759984,3,1,1854.0,441.0,5.580723304575163,3.0,train
238,Category8,30009007,2021-04-30,1500,8056.38825,4,2,-795.0,2295.0,5.3709255,3.0,train
239,Category8,30009007,2021-05-31,230,1690.64088,5,2,-1270.0,1500.0,7.35061252173913,3.0,train
240,Category8,30009007,2021-06-30,295,1988.86336,6,2,65.0,230.0,6.741909694915255,3.0,train
241,Category8,30009007,2021-07-31,310,1744.0107520000001,7,3,15.0,295.0,5.6258411354838715,3.0,train
242,Category8,30009007,2021-08-31,590,5225.46454,8,3,280.0,310.0,8.856719559322034,3.0,train
243,Category8,30009007,2021-09-30,505,3848.1542618,9,3,-85.0,590.0,7.620107449108911,3.0,train
244,Category8,30009007,2021-10-31,450,3689.2598399999997,10,4,-55.0,505.0,8.1983552,3.0,train
245,Category8,30009007,2021-11-30,375,2473.7338330000002,11,4,-75.0,450.0,6.596623554666667,3.0,train
246,Category8,30009007,2021-12-31,2525,16355.03805,12,4,2150.0,375.0,6.477242792079208,3.0,test
247,Category8,30009007,2022-01-31,820,5544.226269,1,1,-1705.0,2525.0,6.761251547560975,3.0,test
248,Category8,30009007,2022-02-28,3782,21523.557896,2,1,2962.0,820.0,5.69105179693284,3.0,test
249,Category8,30009007,2022-03-31,3493,20026.170864,3,1,-289.0,3782.0,5.733229563126252,3.0,test
250,Category8,30009007,2022-04-30,1200,8050.5599999999995,4,2,-2293.0,3493.0,6.708799999999999,3.0,test
251,Category8,30009007,2022-05-31,5400,38348.034,5,2,4200.0,1200.0,7.101487777777778,3.0,test
252,Category8,30009007,2022-06-30,260,2630.48,6,2,-5140.0,5400.0,10.117230769230769,3.0,test
253,Category8,30009007,2022-07-31,210,2127.2219999999998,7,3,-50.0,260.0,10.12962857142857,3.0,test
254,Category8,30009007,2022-08-31,425,4238.3150000000005,8,3,215.0,210.0,9.972505882352943,3.0,test
256,Category8,30009011,2019-10-31,1700,11301.395,10,4,1600.0,100.0,6.647879411764706,3.0,train
257,Category8,30009011,2019-11-30,1100,8005.267,11,4,-600.0,1700.0,7.277515454545455,3.0,train
258,Category8,30009011,2019-12-31,2710,21524.063240000003,12,4,1610.0,1100.0,7.942458760147603,3.0,train
259,Category8,30009011,2020-01-31,1370,11315.103,1,1,-1340.0,2710.0,8.259199270072992,3.0,train
260,Category8,30009011,2020-02-29,1800,16304.9264,2,1,430.0,1370.0,9.058292444444445,3.0,train
261,Category8,30009011,2020-03-31,0,0.0,3,1,-1800.0,1800.0,,3.0,train
262,Category8,30009011,2020-04-30,1220,12675.312,4,2,1220.0,0.0,10.3896,3.0,train
263,Category8,30009011,2020-05-31,200,3032.938,5,2,-1020.0,1220.0,15.16469,3.0,train
264,Category8,30009011,2020-06-30,0,0.0,6,2,-200.0,200.0,,3.0,train
265,Category8,30009011,2020-07-31,0,0.0,7,3,0.0,0.0,,3.0,train
266,Category8,30009011,2020-08-31,0,0.0,8,3,0.0,0.0,,3.0,train
267,Category8,30009011,2020-09-30,551,9109.740670000001,9,3,551.0,0.0,16.533104664246824,3.0,train
268,Category8,30009011,2020-10-31,1220,22961.7223,10,4,669.0,551.0,18.82108385245902,3.0,train
269,Category8,30009011,2020-11-30,1050,15883.358,11,4,-170.0,1220.0,15.12700761904762,3.0,train
270,Category8,30009011,2020-12-31,630,10802.3202,12,4,-420.0,1050.0,17.14654,3.0,train
271,Category8,30009011,2021-01-31,1620,25681.304,1,1,990.0,630.0,15.852656790123456,3.0,train
272,Category8,30009011,2021-02-28,1625,27130.131559999998,2,1,5.0,1620.0,16.695465575384613,3.0,train
273,Category8,30009011,2021-03-31,1150,16933.17603,3,1,-475.0,1625.0,14.724500895652174,3.0,train
274,Category8,30009011,2021-04-30,2050,30706.11491,4,2,900.0,1150.0,14.97859263902439,3.0,train
275,Category8,30009011,2021-05-31,1325,20000.71514,5,2,-725.0,2050.0,15.094879350943396,3.0,train
276,Category8,30009011,2021-06-30,1900,29193.60984,6,2,575.0,1325.0,15.365057810526316,3.0,train
277,Category8,30009011,2021-07-31,1322,19613.8365,7,3,-578.0,1900.0,14.836487518910742,3.0,train
278,Category8,30009011,2021-08-31,2000,35467.354109,8,3,678.0,1322.0,17.7336770545,3.0,train
279,Category8,30009011,2021-09-30,2294,40238.608286999995,9,3,294.0,2000.0,17.5408057048823,3.0,train
280,Category8,30009011,2021-10-31,6550,112962.15341,10,4,4256.0,2294.0,17.246130291603052,3.0,train
281,Category8,30009011,2021-11-30,8175,142230.60937299998,11,4,1625.0,6550.0,17.39823967865443,3.0,train
282,Category8,30009011,2021-12-31,10130,171674.39362000002,12,4,1955.0,8175.0,16.947126714708787,3.0,test
283,Category8,30009011,2022-01-31,13570,218671.325315,1,1,3440.0,10130.0,16.114320214812086,3.0,test
284,Category8,30009011,2022-02-28,9720,150689.44707,2,1,-3850.0,13570.0,15.503029533950617,3.0,test
285,Category8,30009011,2022-03-31,6185,94460.1737,3,1,-3535.0,9720.0,15.272461390460792,3.0,test
286,Category8,30009011,2022-04-30,1325,23143.595,4,2,-4860.0,6185.0,17.466864150943398,3.0,test
287,Category8,30009011,2022-05-31,4400,89261.766,5,2,3075.0,1325.0,20.286765,3.0,test
288,Category8,30009011,2022-06-30,3300,64699.1,6,2,-1100.0,4400.0,19.60578787878788,3.0,test
289,Category8,30009011,2022-07-31,4575,96217.4895,7,3,1275.0,3300.0,21.031145245901637,3.0,test
290,Category8,30009011,2022-08-31,675,14759.2425,8,3,-3900.0,4575.0,21.865544444444446,3.0,test
292,Category8,30009016,2020-08-31,500,5583.477000000001,8,3,472.0,28.0,11.166954000000002,3.0,train
293,Category8,30009016,2020-09-30,275,1855.9643,9,3,-225.0,500.0,6.748961090909091,3.0,train
294,Category8,30009016,2020-10-31,252,2240.9386,10,4,-23.0,275.0,8.892613492063491,3.0,train
295,Category8,30009016,2020-11-30,450,5789.043,11,4,198.0,252.0,12.86454,3.0,train
296,Category8,30009016,2020-12-31,225,1709.136,12,4,-225.0,450.0,7.59616,3.0,train
297,Category8,30009016,2021-01-31,745,5373.15425,1,1,520.0,225.0,7.212287583892617,3.0,train
298,Category8,30009016,2021-02-28,641,6468.88924,2,1,-104.0,745.0,10.09187088923557,3.0,train
299,Category8,30009016,2021-03-31,1807,12636.555284,3,1,1166.0,641.0,6.993113051466519,3.0,train
300,Category8,30009016,2021-04-30,0,0.0,4,2,-1807.0,1807.0,,3.0,train
301,Category8,30009016,2021-05-31,155,1085.062,5,2,155.0,0.0,7.000399999999999,3.0,train
302,Category8,30009016,2021-06-30,345,2458.417645,6,2,190.0,155.0,7.125848246376812,3.0,train
303,Category8,30009016,2021-07-31,260,1815.06947,7,3,-85.0,345.0,6.981036423076922,3.0,train
304,Category8,30009016,2021-08-31,425,4953.465575,8,3,165.0,260.0,11.65521311764706,3.0,train
305,Category8,30009016,2021-09-30,180,1515.1641995,9,3,-245.0,425.0,8.41757888611111,3.0,train
306,Category8,30009016,2021-10-31,575,5321.337975,10,4,395.0,180.0,9.254500826086957,3.0,train
307,Category8,30009016,2021-11-30,1155,10082.228895,11,4,580.0,575.0,8.729202506493507,3.0,train
308,Category8,30009016,2021-12-31,6650,49904.681016,12,4,5495.0,1155.0,7.504463310676692,3.0,test
309,Category8,30009016,2022-01-31,1050,8246.410775,1,1,-5600.0,6650.0,7.853724547619048,3.0,test
310,Category8,30009016,2022-02-28,3026,20266.950906,2,1,1976.0,1050.0,6.697604397224057,3.0,test
311,Category8,30009016,2022-03-31,3724,26064.339868000003,3,1,698.0,3026.0,6.99901715037594,3.0,test
312,Category8,30009016,2022-04-30,1300,10181.7,4,2,-2424.0,3724.0,7.832076923076924,3.0,test
313,Category8,30009016,2022-05-31,1475,12703.939999999999,5,2,175.0,1300.0,8.612840677966101,3.0,test
314,Category8,30009016,2022-06-30,3325,29401.69375,6,2,1850.0,1475.0,8.842614661654135,3.0,test
315,Category8,30009016,2022-07-31,1400,13162.93125,7,3,-1925.0,3325.0,9.40209375,3.0,test
316,Category8,30009016,2022-08-31,500,5359.125,8,3,-900.0,1400.0,10.71825,3.0,test
318,Category8,30009017,2020-09-30,0,0.0,9,3,-600.0,600.0,,3.0,train
319,Category8,30009017,2020-10-31,115,995.8769000000001,10,4,115.0,0.0,8.659799130434783,3.0,train
320,Category8,30009017,2020-11-30,600,7718.724,11,4,485.0,115.0,12.86454,3.0,train
321,Category8,30009017,2020-12-31,165,1231.116,12,4,-435.0,600.0,7.461309090909091,3.0,train
322,Category8,30009017,2021-01-31,645,4597.91825,1,1,480.0,165.0,7.128555426356589,3.0,train
323,Category8,30009017,2021-02-28,691,7393.990540000001,2,1,46.0,645.0,10.700420463096961,3.0,train
324,Category8,30009017,2021-03-31,1708,11950.399506,3,1,1017.0,691.0,6.996721022248243,3.0,train
325,Category8,30009017,2021-04-30,100,721.6955,4,2,-1608.0,1708.0,7.2169550000000005,3.0,train
326,Category8,30009017,2021-05-31,195,1334.10546,5,2,95.0,100.0,6.841566461538462,3.0,train
327,Category8,30009017,2021-06-30,420,3006.903745,6,2,225.0,195.0,7.159294630952381,3.0,train
328,Category8,30009017,2021-07-31,260,1815.06947,7,3,-160.0,420.0,6.981036423076922,3.0,train
329,Category8,30009017,2021-08-31,175,2158.7685,8,3,-85.0,260.0,12.33582,3.0,train
330,Category8,30009017,2021-09-30,295,2466.6324745,9,3,120.0,175.0,8.361466015254237,3.0,train
331,Category8,30009017,2021-10-31,300,3020.40095,10,4,5.0,295.0,10.068003166666667,3.0,train
332,Category8,30009017,2021-11-30,1100,9625.688175,11,4,800.0,300.0,8.750625613636362,3.0,train
333,Category8,30009017,2021-12-31,6640,49754.96112,12,4,5540.0,1100.0,7.4932170361445785,3.0,test
334,Category8,30009017,2022-01-31,1050,8246.410775,1,1,-5590.0,6640.0,7.853724547619048,3.0,test
335,Category8,30009017,2022-02-28,850,5755.17645,2,1,-200.0,1050.0,6.7707958235294115,3.0,test
336,Category8,30009017,2022-03-31,5875,40387.05815,3,1,5025.0,850.0,6.874392876595744,3.0,test
337,Category8,30009017,2022-04-30,1300,10181.7,4,2,-4575.0,5875.0,7.832076923076924,3.0,test
338,Category8,30009017,2022-05-31,1375,11780.14,5,2,75.0,1300.0,8.567374545454545,3.0,test
339,Category8,30009017,2022-06-30,3325,29401.69375,6,2,1950.0,1375.0,8.842614661654135,3.0,test
340,Category8,30009017,2022-07-31,1400,13162.93125,7,3,-1925.0,3325.0,9.40209375,3.0,test
341,Category8,30009017,2022-08-31,450,4774.775,8,3,-950.0,1400.0,10.61061111111111,3.0,test
24,Category5,30011006,2019-05-31,100,749.952,5,2,-1050.0,1150.0,7.49952,1.0,train
25,Category5,30011006,2019-06-30,100,556.817,6,2,0.0,100.0,5.56817,1.0,train
26,Category5,30011006,2019-07-31,26,62.8754,7,3,-74.0,100.0,2.418284615384615,1.0,train
27,Category5,30011006,2019-08-31,0,0.0,8,3,-26.0,26.0,,1.0,train
28,Category5,30011006,2019-09-30,0,0.0,9,3,0.0,0.0,,1.0,train
29,Category5,30011006,2019-10-31,560,2451.928,10,4,560.0,0.0,4.378442857142857,1.0,train
30,Category5,30011006,2019-11-30,40,175.69796,11,4,-520.0,560.0,4.392449,1.0,train
31,Category5,30011006,2019-12-31,3010,16032.576159999999,12,4,2970.0,40.0,5.326437262458471,1.0,train
32,Category5,30011006,2020-01-31,1500,6751.845,1,1,-1510.0,3010.0,4.5012300000000005,1.0,train
33,Category5,30011006,2020-02-29,2600,14433.807,2,1,1100.0,1500.0,5.5514642307692315,1.0,train
34,Category5,30011006,2020-03-31,0,0.0,3,1,-2600.0,2600.0,,1.0,train
35,Category5,30011006,2020-04-30,2600,15696.72,4,2,2600.0,0.0,6.0371999999999995,1.0,train
36,Category5,30011006,2020-05-31,400,3019.456,5,2,-2200.0,2600.0,7.548640000000001,1.0,train
37,Category5,30011006,2020-06-30,0,0.0,6,2,-400.0,400.0,,1.0,train
38,Category5,30011006,2020-07-31,550,4363.425,7,3,550.0,0.0,7.9335,1.0,train
39,Category5,30011006,2020-08-31,750,7614.595,8,3,200.0,550.0,10.152793333333333,1.0,train
40,Category5,30011006,2020-09-30,950,8672.8635,9,3,200.0,750.0,9.12933,1.0,train
41,Category5,30011006,2020-10-31,1454,16222.769100000001,10,4,504.0,950.0,11.157337757909216,1.0,train
42,Category5,30011006,2020-11-30,900,9321.801,11,4,-554.0,1454.0,10.357556666666666,1.0,train
43,Category5,30011006,2020-12-31,2332,23096.036160000003,12,4,1432.0,900.0,9.903960617495713,1.0,train
44,Category5,30011006,2021-01-31,3600,32761.131,1,1,1268.0,2332.0,9.100314166666667,1.0,train
45,Category5,30011006,2021-02-28,950,9405.13428,2,1,-2650.0,3600.0,9.900141347368422,1.0,train
46,Category5,30011006,2021-03-31,10906,101967.803667,3,1,9956.0,950.0,9.34969775050431,1.0,train
47,Category5,30011006,2021-04-30,970,8631.998547,4,2,-9936.0,10906.0,8.898967574226804,1.0,train
48,Category5,30011006,2021-05-31,780,6946.66144,5,2,-190.0,970.0,8.905976205128205,1.0,train
49,Category5,30011006,2021-06-30,1250,11181.1541175,6,2,470.0,780.0,8.944923294,1.0,train
50,Category5,30011006,2021-07-31,605,4963.21885,7,3,-645.0,1250.0,8.203667520661158,1.0,train
51,Category5,30011006,2021-08-31,2075,21784.293548,8,3,1470.0,605.0,10.498454721927711,1.0,train
52,Category5,30011006,2021-09-30,1560,16116.017085,9,3,-515.0,2075.0,10.330780182692308,1.0,train
53,Category5,30011006,2021-10-31,3300,29585.257399999995,10,4,1740.0,1560.0,8.965229515151513,1.0,train
54,Category5,30011006,2021-11-30,4160,40405.202237,11,4,860.0,3300.0,9.712788999278846,1.0,train
55,Category5,30011006,2021-12-31,3800,35334.251755,12,4,-360.0,4160.0,9.298487303947368,1.0,test
56,Category5,30011006,2022-01-31,13217,112217.12921,1,1,9417.0,3800.0,8.490363108874934,1.0,test
57,Category5,30011006,2022-02-28,11249,88035.857713,2,1,-1968.0,13217.0,7.826105228286959,1.0,test
58,Category5,30011006,2022-03-31,6292,50578.197325,3,1,-4957.0,11249.0,8.038492899713923,1.0,test
59,Category5,30011006,2022-04-30,1300,14032.619999999999,4,2,-4992.0,6292.0,10.794323076923076,1.0,test
60,Category5,30011006,2022-05-31,4900,50973.465000000004,5,2,3600.0,1300.0,10.402747959183674,1.0,test
61,Category5,30011006,2022-06-30,575,7763.3875,6,2,-4325.0,4900.0,13.501543478260869,1.0,test
62,Category5,30011006,2022-07-31,675,8840.6875,7,3,100.0,575.0,13.097314814814816,1.0,test
63,Category5,30011006,2022-08-31,800,10582.467499999999,8,3,125.0,675.0,13.228084374999998,1.0,test
